hyperedge_id,concept_ids,concepts,degree,hyperedge_weight
3124,111|203,concept_111 | concept_203,2,0.026084428653120995
75,20|145,concept_20 | concept_145,2,0.026075664907693863
527,149|4,concept_149 | concept_4,2,0.026035074144601822
486,145|109,concept_145 | concept_109,2,0.026013771072030067
507,145|131,concept_145 | concept_131,2,0.02600298821926117
455,145|77,concept_145 | concept_77,2,0.026001766324043274
1843,163|304,concept_163 | concept_304,2,0.025953739881515503
3363,92|261,concept_92 | concept_261,2,0.025925925001502037
392,145|3,concept_145 | concept_3,2,0.025921165943145752
2664,167|248,concept_167 | concept_248,2,0.02588035725057125
346,117|209,concept_117 | concept_209,2,0.025876034051179886
451,145|73,concept_145 | concept_73,2,0.02586844004690647
2689,248|197,concept_248 | concept_197,2,0.025756599381566048
414,145|30,concept_145 | concept_30,2,0.025664886459708214
2634,79|248,concept_79 | concept_248,2,0.025664648041129112
525,149|1,concept_149 | concept_1,2,0.025638984516263008
493,145|116,concept_145 | concept_116,2,0.02561887539923191
2643,105|248,concept_105 | concept_248,2,0.025606468319892883
2285,151|118,concept_151 | concept_118,2,0.025602202862501144
617,153|294,concept_153 | concept_294,2,0.025536317378282547
467,145|90,concept_145 | concept_90,2,0.02552780881524086
402,145|14,concept_145 | concept_14,2,0.02552463673055172
456,145|78,concept_145 | concept_78,2,0.025486590340733528
169,35|145,concept_35 | concept_145,2,0.025433151051402092
397,145|8,concept_145 | concept_8,2,0.025395957753062248
3443,301|160,concept_301 | concept_160,2,0.02536783367395401
2157,2|151,concept_2 | concept_151,2,0.025339698418974876
489,145|112,concept_145 | concept_112,2,0.025334957987070084
2671,182|293,concept_182 | concept_293,2,0.025316456332802773
104,21|145,concept_21 | concept_145,2,0.02530515566468239
2603,24|248,concept_24 | concept_248,2,0.025288620963692665
432,145|50,concept_145 | concept_50,2,0.02528831548988819
2590,9|248,concept_9 | concept_248,2,0.025245169177651405
3341,52|118,concept_52 | concept_118,2,0.025219298899173737
490,145|113,concept_145 | concept_113,2,0.02521008439362049
480,145|103,concept_145 | concept_103,2,0.02519393153488636
416,145|32,concept_145 | concept_32,2,0.025178147479891777
1972,259|8,concept_259 | concept_8,2,0.025122882798314095
503,145|127,concept_145 | concept_127,2,0.025097208097577095
40,10|145,concept_10 | concept_145,2,0.02508501149713993
528,149|5,concept_149 | concept_5,2,0.025080906227231026
3100,45|111,concept_45 | concept_111,2,0.02506081946194172
420,145|37,concept_145 | concept_37,2,0.025053078308701515
2217,151|37,concept_151 | concept_37,2,0.025053078308701515
2580,9|24,concept_9 | concept_24,2,0.025050975382328033
413,145|29,concept_145 | concept_29,2,0.025021890178322792
475,145|98,concept_145 | concept_98,2,0.02500000037252903
2262,151|92,concept_151 | concept_92,2,0.02500000037252903
472,145|95,concept_145 | concept_95,2,0.024947917088866234
474,145|97,concept_145 | concept_97,2,0.024933429434895515
409,145|24,concept_145 | concept_24,2,0.024922117590904236
2625,58|248,concept_58 | concept_248,2,0.024922117590904236
437,145|57,concept_145 | concept_57,2,0.024860844016075134
443,145|64,concept_145 | concept_64,2,0.024858830496668816
131,25|145,concept_25 | concept_145,2,0.02484246715903282
452,145|74,concept_145 | concept_74,2,0.024824043735861778
438,145|58,concept_145 | concept_58,2,0.02481827698647976
419,145|36,concept_145 | concept_36,2,0.024813946336507797
447,145|69,concept_145 | concept_69,2,0.024813301861286163
464,145|86,concept_145 | concept_86,2,0.024785509333014488
429,145|46,concept_145 | concept_46,2,0.024737944826483727
3145,188|254,concept_188 | concept_254,2,0.024734335020184517
10,0|145,concept_0 | concept_145,2,0.024632669985294342
1864,193|304,concept_193 | concept_304,2,0.02462713047862053
462,145|84,concept_145 | concept_84,2,0.024624144658446312
405,145|17,concept_145 | concept_17,2,0.02460024692118168
412,145|28,concept_145 | concept_28,2,0.02459016442298889
2244,151|71,concept_151 | concept_71,2,0.024581855162978172
398,145|9,concept_145 | concept_9,2,0.02456549182534218
442,145|63,concept_145 | concept_63,2,0.02454940415918827
2229,151|52,concept_151 | concept_52,2,0.024533990770578384
3345,52|210,concept_52 | concept_210,2,0.024533990770578384
3125,111|254,concept_111 | concept_254,2,0.024485940113663673
509,145|134,concept_145 | concept_134,2,0.024481315165758133
430,145|47,concept_145 | concept_47,2,0.024478042498230934
501,145|125,concept_145 | concept_125,2,0.024463925510644913
434,145|53,concept_145 | concept_53,2,0.024462178349494934
2318,157|298,concept_157 | concept_298,2,0.02443484030663967
3130,126|203,concept_126 | concept_203,2,0.024418605491518974
291,59|145,concept_59 | concept_145,2,0.024413572624325752
207,51|117,concept_51 | concept_117,2,0.024397987872362137
2387,150|143,concept_150 | concept_143,2,0.024390242993831635
3168,16|31,concept_16 | concept_31,2,0.024361539632081985
3223,255|112,concept_255 | concept_112,2,0.02436053566634655
457,145|79,concept_145 | concept_79,2,0.024348512291908264
454,145|76,concept_145 | concept_76,2,0.02434268407523632
3152,203|254,concept_203 | concept_254,2,0.024339774623513222
427,145|44,concept_145 | concept_44,2,0.024332653731107712
2014,259|208,concept_259 | concept_208,2,0.024293998256325722
2651,120|248,concept_120 | concept_248,2,0.024274906143546104
448,145|70,concept_145 | concept_70,2,0.02421874925494194
2568,50|116,concept_50 | concept_116,2,0.024176741018891335
487,145|110,concept_145 | concept_110,2,0.024162061512470245
3105,45|254,concept_45 | concept_254,2,0.02416102960705757
463,145|85,concept_145 | concept_85,2,0.024135680869221687
496,145|120,concept_145 | concept_120,2,0.024117276072502136
1424,244|227,concept_244 | concept_227,2,0.024117276072502136
2614,39|248,concept_39 | concept_248,2,0.02411547303199768
431,145|49,concept_145 | concept_49,2,0.024088645353913307
3349,71|118,concept_71 | concept_118,2,0.024075012654066086
469,145|92,concept_145 | concept_92,2,0.024074073880910873
3357,92|118,concept_92 | concept_118,2,0.024074073880910873
2669,182|248,concept_182 | concept_248,2,0.024069812148809433
495,145|119,concept_145 | concept_119,2,0.023965993896126747
3439,159|300,concept_159 | concept_300,2,0.02390265092253685
468,145|91,concept_145 | concept_91,2,0.02389664761722088
3131,126|254,concept_126 | concept_254,2,0.023881932720541954
408,145|23,concept_145 | concept_23,2,0.023862991482019424
3387,210|261,concept_210 | concept_261,2,0.02384313754737377
2652,120|293,concept_120 | concept_293,2,0.02380201779305935
1233,236|244,concept_236 | concept_244,2,0.023770395666360855
506,145|130,concept_145 | concept_130,2,0.023762930184602737
2657,152|182,concept_152 | concept_182,2,0.02371813729405403
2659,152|248,concept_152 | concept_248,2,0.02371813729405403
458,145|80,concept_145 | concept_80,2,0.023708617314696312
689,183|249,concept_183 | concept_249,2,0.02364521101117134
3115,64|254,concept_64 | concept_254,2,0.023625625297427177
2292,151|126,concept_151 | concept_126,2,0.02356887236237526
3355,71|261,concept_71 | concept_261,2,0.023568170145154
3368,118|210,concept_118 | concept_210,2,0.02353750914335251
492,145|115,concept_145 | concept_115,2,0.02353556454181671
483,145|106,concept_145 | concept_106,2,0.023515790700912476
421,145|38,concept_145 | concept_38,2,0.023509234189987183
3362,92|210,concept_92 | concept_210,2,0.023456789553165436
410,145|26,concept_145 | concept_26,2,0.0234375
3056,297|156,concept_297 | concept_156,2,0.02343234233558178
407,145|22,concept_145 | concept_22,2,0.023421816527843475
614,153|249,concept_153 | concept_249,2,0.023385602980852127
3386,195|306,concept_195 | concept_306,2,0.023378141224384308
401,145|13,concept_145 | concept_13,2,0.023344652727246284
2647,120|152,concept_120 | concept_152,2,0.023329129442572594
2649,120|182,concept_120 | concept_182,2,0.023329129442572594
449,145|71,concept_145 | concept_71,2,0.02331474982202053
445,145|66,concept_145 | concept_66,2,0.023294975981116295
3191,46|255,concept_46 | concept_255,2,0.023270439356565475
61,20|8,concept_20 | concept_8,2,0.023211359977722168
301,59|249,concept_59 | concept_249,2,0.02320655807852745
67,20|35,concept_20 | concept_35,2,0.023202629759907722
29,10|25,concept_10 | concept_25,2,0.023197850212454796
423,145|40,concept_145 | concept_40,2,0.02319357730448246
3361,92|195,concept_92 | concept_195,2,0.023148147389292717
381,132|209,concept_132 | concept_209,2,0.02312411554157734
3263,113|256,concept_113 | concept_256,2,0.02310924418270588
471,145|94,concept_145 | concept_94,2,0.023069679737091064
3354,71|210,concept_71 | concept_210,2,0.023061327636241913
3190,46|204,concept_46 | concept_204,2,0.023060796782374382
2297,151|133,concept_151 | concept_133,2,0.023057444021105766
450,145|72,concept_145 | concept_72,2,0.023046506568789482
1977,259|50,concept_259 | concept_50,2,0.023037375882267952
2224,151|45,concept_151 | concept_45,2,0.02302796021103859
1862,193|259,concept_193 | concept_259,2,0.022999046370387077
3198,65|255,concept_65 | concept_255,2,0.02299325354397297
2206,151|22,concept_151 | concept_22,2,0.022975685074925423
2280,151|111,concept_151 | concept_111,2,0.022960109636187553
2165,14|29,concept_14 | concept_29,2,0.022942569106817245
399,145|11,concept_145 | concept_11,2,0.022936923429369926
1434,244|240,concept_244 | concept_240,2,0.022890640422701836
3346,52|261,concept_52 | concept_261,2,0.022889254614710808
436,145|56,concept_145 | concept_56,2,0.022865237668156624
1450,249|80,concept_249 | concept_80,2,0.022848719730973244
3216,189|255,concept_189 | concept_255,2,0.022766470909118652
2837,53|211,concept_53 | concept_211,2,0.022752057760953903
2641,105|182,concept_105 | concept_182,2,0.022742588073015213
465,145|87,concept_145 | concept_87,2,0.022717149928212166
3369,118|261,concept_118 | concept_261,2,0.022711630910634995
1321,244|101,concept_244 | concept_101,2,0.022701429203152657
3221,204|255,concept_204 | concept_255,2,0.022697512060403824
441,145|62,concept_145 | concept_62,2,0.02267303131520748
50,10|249,concept_10 | concept_249,2,0.022645942866802216
1996,259|116,concept_259 | concept_116,2,0.022583113983273506
482,145|105,concept_145 | concept_105,2,0.022574124857783318
2645,105|293,concept_105 | concept_293,2,0.022574124857783318
340,117|132,concept_117 | concept_132,2,0.022567113861441612
3353,71|195,concept_71 | concept_195,2,0.022554485127329826
497,145|121,concept_145 | concept_121,2,0.02254258096218109
1834,163|131,concept_163 | concept_131,2,0.022485343739390373
435,145|55,concept_145 | concept_55,2,0.022482508793473244
3210,174|255,concept_174 | concept_255,2,0.022480620071291924
2886,11|26,concept_11 | concept_26,2,0.02243829518556595
3218,204|112,concept_204 | concept_112,2,0.022411692887544632
152,35|8,concept_35 | concept_8,2,0.022392135113477707
1245,244|8,concept_244 | concept_8,2,0.022392135113477707
1795,69|259,concept_69 | concept_259,2,0.02238665707409382
141,25|249,concept_25 | concept_249,2,0.022379225119948387
225,54|4,concept_54 | concept_4,2,0.0223286934196949
981,235|45,concept_235 | concept_45,2,0.022328123450279236
2731,293|197,concept_293 | concept_197,2,0.022322386503219604
1457,249|121,concept_249 | concept_121,2,0.022319937124848366
1465,249|198,concept_249 | concept_198,2,0.022316517308354378
3424,40|106,concept_40 | concept_106,2,0.02230151742696762
2202,151|15,concept_151 | concept_15,2,0.022287078201770782
2212,151|30,concept_151 | concept_30,2,0.022285349667072296
1462,249|168,concept_249 | concept_168,2,0.022275790572166443
3213,189|127,concept_189 | concept_127,2,0.0222693532705307
2596,24|58,concept_24 | concept_58,2,0.022264981642365456
473,145|96,concept_145 | concept_96,2,0.02225111983716488
1045,235|126,concept_235 | concept_126,2,0.022182468324899673
1296,244|73,concept_244 | concept_73,2,0.022172948345541954
1082,235|188,concept_235 | concept_188,2,0.022169291973114014
1445,249|40,concept_249 | concept_40,2,0.022167706862092018
1455,249|106,concept_249 | concept_106,2,0.022158341482281685
1415,244|216,concept_244 | concept_216,2,0.02213299460709095
762,209|164,concept_209 | concept_164,2,0.02213272452354431
1113,236|8,concept_236 | concept_8,2,0.022119060158729553
2474,5|225,concept_5 | concept_225,2,0.022114347666502
3144,188|203,concept_188 | concept_203,2,0.02210821956396103
470,145|93,concept_145 | concept_93,2,0.022090667858719826
3061,44|202,concept_44 | concept_202,2,0.022070884704589844
1034,235|111,concept_235 | concept_111,2,0.02205187827348709
2064,304|131,concept_304 | concept_131,2,0.022025519981980324
504,145|128,concept_145 | concept_128,2,0.022022021934390068
3074,15|30,concept_15 | concept_30,2,0.022021755576133728
2608,39|105,concept_39 | concept_105,2,0.022003168240189552
959,235|15,concept_235 | concept_15,2,0.021968692541122437
406,145|19,concept_145 | concept_19,2,0.021957339718937874
3203,86|255,concept_86 | concept_255,2,0.02192564308643341
700,194|164,concept_194 | concept_164,2,0.021915024146437645
439,145|60,concept_145 | concept_60,2,0.021911298856139183
3175,16|255,concept_16 | concept_255,2,0.021890079602599144
1999,259|131,concept_259 | concept_131,2,0.02188757248222828
691,183|294,concept_183 | concept_294,2,0.021885568276047707
1094,235|203,concept_235 | concept_203,2,0.021884754300117493
3337,37|261,concept_37 | concept_261,2,0.02186836488544941
3262,113|205,concept_113 | concept_205,2,0.021848740056157112
639,178|90,concept_178 | concept_90,2,0.021835925057530403
484,145|107,concept_145 | concept_107,2,0.021809080615639687
2639,105|152,concept_105 | concept_152,2,0.021731805056333542
422,145|39,concept_145 | concept_39,2,0.021651117131114006
3382,180|261,concept_180 | concept_261,2,0.021623536944389343
3246,47|205,concept_47 | concept_205,2,0.021598272025585175
2335,253|63,concept_253 | concept_63,2,0.021581461653113365
3121,111|126,concept_111 | concept_126,2,0.021579597145318985
3182,31|255,concept_31 | concept_255,2,0.02155565656721592
1059,235|158,concept_235 | concept_158,2,0.021549342200160027
3058,44|110,concept_44 | concept_110,2,0.021524084731936455
3296,49|207,concept_49 | concept_207,2,0.021519189700484276
1494,260|164,concept_260 | concept_164,2,0.02151590958237648
2175,14|253,concept_14 | concept_253,2,0.02151174284517765
2626,58|293,concept_58 | concept_293,2,0.021495327353477478
2570,50|208,concept_50 | concept_208,2,0.021481173112988472
702,194|209,concept_194 | concept_209,2,0.02146710827946663
2582,9|58,concept_9 | concept_58,2,0.021458394825458527
2265,151|95,concept_151 | concept_95,2,0.021458333358168602
2938,107|199,concept_107 | concept_199,2,0.02145155519247055
394,145|5,concept_145 | concept_5,2,0.021440129727125168
3020,43|109,concept_43 | concept_109,2,0.021402213722467422
3227,17|32,concept_17 | concept_32,2,0.021402213722467422
2623,58|182,concept_58 | concept_182,2,0.021391484886407852
3136,158|254,concept_158 | concept_254,2,0.021383577957749367
461,145|83,concept_145 | concept_83,2,0.02137931063771248
2833,53|119,concept_53 | concept_119,2,0.021364131942391396
1241,244|4,concept_244 | concept_4,2,0.021334297955036163
3084,15|254,concept_15 | concept_254,2,0.021331917494535446
3177,31|65,concept_31 | concept_65,2,0.021327555179595947
2314,157|187,concept_157 | concept_187,2,0.02132408879697323
229,54|8,concept_54 | concept_8,2,0.021299835294485092
1845,193|8,concept_193 | concept_8,2,0.021299835294485092
2040,304|8,concept_304 | concept_8,2,0.021299835294485092
2567,8|131,concept_8 | concept_131,2,0.021299835294485092
2610,39|152,concept_39 | concept_152,2,0.02129906788468361
2616,39|293,concept_39 | concept_293,2,0.02129906788468361
3358,92|133,concept_92 | concept_133,2,0.021296296268701553
2556,310|238,concept_310 | concept_238,2,0.021289227530360222
2852,119|211,concept_119 | concept_211,2,0.021279925480484962
3274,205|256,concept_205 | concept_256,2,0.021268215030431747
1854,193|131,concept_193 | concept_131,2,0.021266812458634377
969,235|30,concept_235 | concept_30,2,0.021256795153021812
3095,30|254,concept_30 | concept_254,2,0.021256795153021812
2191,29|253,concept_29 | concept_253,2,0.021250084042549133
2450,164|305,concept_164 | concept_305,2,0.021225644275546074
3224,255|127,concept_255 | concept_127,2,0.021208908408880234
3371,133|165,concept_133 | concept_165,2,0.021191522479057312
3389,261|306,concept_261 | concept_306,2,0.021187622100114822
125,25|59,concept_25 | concept_59,2,0.02117624506354332
1736,289|274,concept_289 | concept_274,2,0.021174948662519455
2914,41|199,concept_41 | concept_199,2,0.021168753504753113
2612,39|182,concept_39 | concept_182,2,0.021123042330145836
3142,173|254,concept_173 | concept_254,2,0.021096043288707733
3166,254|85,concept_254 | concept_85,2,0.021091541275382042
498,145|122,concept_145 | concept_122,2,0.021088019013404846
3365,118|133,concept_118 | concept_133,2,0.021059876307845116
1324,244|104,concept_244 | concept_104,2,0.020992452278733253
2604,24|293,concept_24 | concept_293,2,0.020982224494218826
2072,304|208,concept_304 | concept_208,2,0.020965583622455597
2239,151|64,concept_151 | concept_64,2,0.020964495837688446
2692,248|293,concept_248 | concept_293,2,0.02095404453575611
2340,253|110,concept_253 | concept_110,2,0.020942142233252525
2183,29|63,concept_29 | concept_63,2,0.020930154249072075
3381,180|210,concept_180 | concept_210,2,0.02091456949710846
2063,304|116,concept_304 | concept_116,2,0.02090480551123619
424,145|41,concept_145 | concept_41,2,0.020870601758360863
2950,154|295,concept_154 | concept_295,2,0.02082790993154049
2248,151|75,concept_151 | concept_75,2,0.020818909630179405
3328,37|52,concept_37 | concept_52,2,0.020806794986128807
3001,13|28,concept_13 | concept_28,2,0.020797962322831154
1431,244|234,concept_244 | concept_234,2,0.020797906443476677
1335,244|118,concept_244 | concept_118,2,0.020784582942724228
3351,71|165,concept_71 | concept_165,2,0.0207805372774601
3049,186|297,concept_186 | concept_297,2,0.020717721432447433
1833,163|116,concept_163 | concept_116,2,0.020682675763964653
2337,253|84,concept_253 | concept_84,2,0.020678287371993065
3376,165|195,concept_165 | concept_195,2,0.02067693881690502
2046,304|50,concept_304 | concept_50,2,0.020675281062722206
2270,151|100,concept_151 | concept_100,2,0.02065892145037651
3225,255|159,concept_255 | concept_159,2,0.020643198862671852
3113,64|203,concept_64 | concept_203,2,0.020639969035983086
3462,238|143,concept_238 | concept_143,2,0.02063789777457714
3463,246|143,concept_246 | concept_143,2,0.02063789777457714
459,145|81,concept_145 | concept_81,2,0.02063431404531002
2932,81|250,concept_81 | concept_250,2,0.02063431404531002
3140,173|203,concept_173 | concept_203,2,0.02062019146978855
3331,37|118,concept_37 | concept_118,2,0.020594479516148567
208,51|132,concept_51 | concept_132,2,0.02058778703212738
3409,166|307,concept_166 | concept_307,2,0.020555954426527023
1372,244|165,concept_244 | concept_165,2,0.020545238628983498
418,145|34,concept_145 | concept_34,2,0.020542481914162636
3350,71|133,concept_71 | concept_133,2,0.02052711695432663
3356,71|306,concept_71 | concept_306,2,0.02052711695432663
2346,253|202,concept_253 | concept_202,2,0.020525338128209114
2423,4|220,concept_4 | concept_220,2,0.020520702004432678
995,235|64,concept_235 | concept_64,2,0.020510157570242882
2334,253|44,concept_253 | concept_44,2,0.020505044609308243
2592,9|293,concept_9 | concept_293,2,0.020487425848841667
2572,116|131,concept_116 | concept_131,2,0.020485227927565575
1813,163|8,concept_163 | concept_8,2,0.02048061229288578
2325,187|125,concept_187 | concept_125,2,0.020465584471821785
3108,64|111,concept_64 | concept_111,2,0.02044525183737278
96,21|36,concept_21 | concept_36,2,0.020440882071852684
681,183|121,concept_183 | concept_121,2,0.02042747475206852
1750,294|121,concept_294 | concept_121,2,0.02042747475206852
3342,52|133,concept_52 | concept_133,2,0.02042214944958687
1853,193|116,concept_193 | concept_116,2,0.020411185920238495
708,194|260,concept_194 | concept_260,2,0.020401686429977417
940,218|210,concept_218 | concept_210,2,0.02039215713739395
3374,133|261,concept_133 | concept_261,2,0.02039184235036373
251,54|37,concept_54 | concept_37,2,0.020382165908813477
3336,37|210,concept_37 | concept_210,2,0.020382165908813477
2316,157|253,concept_157 | concept_253,2,0.0203742403537035
3359,92|165,concept_92 | concept_165,2,0.020370369777083397
3364,92|306,concept_92 | concept_306,2,0.020370369777083397
1842,163|259,concept_163 | concept_259,2,0.020368559285998344
3067,110|202,concept_110 | concept_202,2,0.020359007641673088
604,153|121,concept_153 | concept_121,2,0.020316151902079582
1486,260|91,concept_260 | concept_91,2,0.020312149077653885
1256,244|22,concept_244 | concept_22,2,0.020298907533288002
2341,253|125,concept_253 | concept_125,2,0.020287880674004555
2195,151|6,concept_151 | concept_6,2,0.020281581208109856
1808,90|259,concept_90 | concept_259,2,0.020258989185094833
1817,163|50,concept_163 | concept_50,2,0.02025844156742096
608,153|183,concept_153 | concept_183,2,0.020254818722605705
321,117|70,concept_117 | concept_70,2,0.020252404734492302
2613,39|197,concept_39 | concept_197,2,0.02024291455745697
1409,244|210,concept_244 | concept_210,2,0.020235294476151466
871,218|118,concept_218 | concept_118,2,0.0202339980751276
765,209|179,concept_209 | concept_179,2,0.02023197151720524
1385,244|180,concept_244 | concept_180,2,0.020205600187182426
3335,37|195,concept_37 | concept_195,2,0.020169852301478386
2557,310|242,concept_310 | concept_242,2,0.020158931612968445
2958,199|250,concept_199 | concept_250,2,0.020157158374786377
2631,79|167,concept_79 | concept_167,2,0.02013687789440155
2636,79|293,concept_79 | concept_293,2,0.02013687789440155
1039,235|118,concept_235 | concept_118,2,0.020096352323889732
239,54|22,concept_54 | concept_22,2,0.02007584273815155
3316,22|37,concept_22 | concept_37,2,0.02007584273815155
2602,24|182,concept_24 | concept_182,2,0.020065970718860626
2329,187|253,concept_187 | concept_253,2,0.020058272406458855
573,149|140,concept_149 | concept_140,2,0.02005012519657612
3300,115|207,concept_115 | concept_207,2,0.02004881389439106
1484,260|70,concept_260 | concept_70,2,0.020042067393660545
3137,158|299,concept_158 | concept_299,2,0.0200022105127573
1071,235|173,concept_235 | concept_173,2,0.019985724240541458
954,235|7,concept_235 | concept_7,2,0.01997254230082035
2240,151|65,concept_151 | concept_65,2,0.019964201375842094
2896,11|250,concept_11 | concept_250,2,0.01994515024125576
2663,167|182,concept_167 | concept_182,2,0.019940601661801338
1054,235|151,concept_235 | concept_151,2,0.01991134323179722
3150,203|85,concept_203 | concept_85,2,0.019895629957318306
3385,195|261,concept_195 | concept_261,2,0.019871419295668602
1847,193|50,concept_193 | concept_50,2,0.01986939087510109
789,218|22,concept_218 | concept_22,2,0.0198527779430151
1103,235|221,concept_235 | concept_221,2,0.019848467782139778
731,209|70,concept_209 | concept_70,2,0.01983173005282879
3247,47|256,concept_47 | concept_256,2,0.019798416644334793
3266,190|160,concept_190 | concept_160,2,0.019786911085247993
2203,151|16,concept_151 | concept_16,2,0.01977168396115303
1099,235|210,concept_235 | concept_210,2,0.01976470649242401
1786,69|50,concept_69 | concept_50,2,0.019758231937885284
1232,236|240,concept_236 | concept_240,2,0.019749971106648445
181,35|259,concept_35 | concept_259,2,0.019749416038393974
802,218|37,concept_218 | concept_37,2,0.019745223224163055
2632,79|182,concept_79 | concept_182,2,0.01974203810095787
262,54|52,concept_54 | concept_52,2,0.019736841320991516
2036,259|304,concept_259 | concept_304,2,0.019732382148504257
1035,235|112,concept_235 | concept_112,2,0.01973203383386135
928,218|195,concept_218 | concept_195,2,0.01972530595958233
1397,244|195,concept_244 | concept_195,2,0.01972530595958233
3185,46|112,concept_46 | concept_112,2,0.019706498831510544
3031,62|252,concept_62 | concept_252,2,0.019689736887812614
1361,244|152,concept_244 | concept_152,2,0.019683102145791054
2211,151|28,concept_151 | concept_28,2,0.019672131165862083
2272,151|102,concept_151 | concept_102,2,0.01966717094182968
2939,107|250,concept_107 | concept_250,2,0.01966392621397972
1783,69|8,concept_69 | concept_8,2,0.01966138742864132
2621,58|152,concept_58 | concept_152,2,0.01962616853415966
1502,260|227,concept_260 | concept_227,2,0.019624842330813408
2304,151|146,concept_151 | concept_146,2,0.019610734656453133
1280,244|52,concept_244 | concept_52,2,0.019599780440330505
1346,244|133,concept_244 | concept_133,2,0.01959216222167015
3295,49|115,concept_49 | concept_115,2,0.019592098891735077
3086,30|45,concept_30 | concept_45,2,0.019591517746448517
1840,163|193,concept_163 | concept_193,2,0.01957969181239605
2257,151|85,concept_151 | concept_85,2,0.01956947147846222
330,117|91,concept_117 | concept_91,2,0.01956537924706936
1690,289|208,concept_289 | concept_208,2,0.019558727741241455
2345,253|172,concept_253 | concept_172,2,0.01955457776784897
3170,16|65,concept_16 | concept_65,2,0.019536307081580162
3075,15|45,concept_15 | concept_45,2,0.019527725875377655
2947,154|184,concept_154 | concept_184,2,0.0195261649787426
2588,9|182,concept_9 | concept_182,2,0.019516458734869957
2666,167|293,concept_167 | concept_293,2,0.01951633393764496
953,235|6,concept_235 | concept_6,2,0.019499409943819046
1428,244|231,concept_244 | concept_231,2,0.01949697732925415
3426,40|198,concept_40 | concept_198,2,0.01949152536690235
2808,23|38,concept_23 | concept_38,2,0.019470423460006714
223,54|2,concept_54 | concept_2,2,0.019463825970888138
3101,45|126,concept_45 | concept_126,2,0.01946212537586689
3375,133|306,concept_133 | concept_306,2,0.01945888251066208
2167,14|63,concept_14 | concept_63,2,0.019455956295132637
2452,179|91,concept_179 | concept_91,2,0.019453363493084908
3200,86|174,concept_86 | concept_174,2,0.019447091966867447
2888,11|60,concept_11 | concept_60,2,0.019446521997451782
1416,244|217,concept_244 | concept_217,2,0.019422311335802078
960,235|16,concept_235 | concept_16,2,0.019418617710471153
1418,244|220,concept_244 | concept_220,2,0.01940464973449707
2290,151|124,concept_151 | concept_124,2,0.019403520971536636
2213,151|31,concept_151 | concept_31,2,0.01938868686556816
2287,151|120,concept_151 | concept_120,2,0.01938839815557003
2103,308|8,concept_308 | concept_8,2,0.019388312473893166
2197,151|8,concept_151 | concept_8,2,0.019388312473893166
2915,41|250,concept_41 | concept_250,2,0.01937984488904476
742,209|91,concept_209 | concept_91,2,0.01937868632376194
3307,207|258,concept_207 | concept_258,2,0.01937849074602127
164,35|69,concept_35 | concept_69,2,0.01937466487288475
1387,244|182,concept_244 | concept_182,2,0.019370924681425095
3460,309|241,concept_309 | concept_241,2,0.01937071979045868
3456,237|309,concept_237 | concept_309,2,0.019366852939128876
1012,235|85,concept_235 | concept_85,2,0.019352033734321594
814,218|52,concept_218 | concept_52,2,0.019325658679008484
3329,37|71,concept_37 | concept_71,2,0.019320594146847725
87,20|259,concept_20 | concept_259,2,0.019306793808937073
3388,210|306,concept_210 | concept_306,2,0.019294118508696556
946,218|235,concept_218 | concept_235,2,0.019281893968582153
2378,3|150,concept_3 | concept_150,2,0.01928020641207695
